hash,size,stripped_size,weight,number,version,merkle_root,timestamp,timestamp_month,nonce,bits,coinbase_param,transaction_count
00000000000000000005338dcf41d68b881106f318ac89112e357351c19b3593,1493897,776538,3823511,761128,536993792,1df55be8474bbb83e4d735b0bdf3b886e9c439ea7fb369823b97eb1325b5c831,2022-10-31 15:58:42+00:00,2022-10-01,8fd9c1cc,1707a429,03289d0b04b3f05f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0aa7ee7e9e46100000000000,2648
00000000000000000003d212fb726c8efad9bf2a08b21f8e5ec9afa656561d72,682055,330650,1674005,761127,896786436,a63e2da154ddb6714126be449cd56908b0741c1e72f72f1253058a327e59d7bc,2022-10-31 15:50:03+00:00,2022-10-01,bcb10d4,1707a429,03279d0bfabe6d6dfb6b707d32a93fc970ec86e34fac585da3421bcd600cd829a42166a2c7119099010000000000000009650506b11e8c0000000000000000a92750da142f736c7573682f,962
00000000000000000003fbf87c3988ab3c6bae769cb65fba08aeb799497d0f3c,1416547,858846,3993085,761061,634642432,bd2a4b114e9f0e149ac2215251904c053651ec1e3260bb437b813eef6b8e28f3,2022-10-31 06:01:10+00:00,2022-10-01,7a62ce3b,1707a429,03e59c0b04a7645f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0403ec9a5501000000000000,1932
000000000000000000071eed5908ab43d6d87e94ff129c99f15b4a3a2929ecbb,1318022,720334,3479024,761032,846528512,3e53f33ed4e81e8ff0127fd85d80e309f951c102e39726d7fadb99cce8359843,2022-10-31 01:36:35+00:00,2022-10-01,cabe0506,1707a429,03c89c0b1b4d696e656420627920416e74506f6f6c383634db0001011054a67efabe6d6daf3354d3de928550a9d6e4aeae72206b401137a441a2552535aaf5917c2552520200000000000000000002f67801000000000000,1630
000000000000000000032a698438c19d2af5b47fa0063a448a0701688ec9473a,1317027,892183,3993576,761099,876175360,8e7eae072a5d594ff5ee4e465666f781694870742ed81f171f6a13a1c5e41ef7,2022-10-31 12:17:37+00:00,2022-10-01,9dd8655f,1707a429,030b9d0b1b4d696e656420627920416e74506f6f6c38383364002901f5958037fabe6d6dd8f41597c973ba506b32dea2c7b970727e53b7fa865aa40f577a610f0f3b90f602000000000000000000baaad4b1010000000000,2060
000000000000000000042a9c2421bc2c51ff2cf3bfa6858c8bc4c3b175897b1a,1449807,847675,3992832,761085,536936448,d082510a599d64bbd1322d5ce0551bdadb914cc9a3520e03b3ea42725ad063ec,2022-10-31 10:29:35+00:00,2022-10-01,62d422ac,1707a429,03fd9c0b048fa35f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f206fd1a0af29360000000000,2238
000000000000000000014f4b37c4708f2829d2558c7a715fffb4ce415bb8262d,1619198,791181,3992741,761160,649175040,873e95c1e34a7e9ef63620e65a994957e29a32777cd7b7ceb1990733d43532a8,2022-10-31 19:57:53+00:00,2022-10-01,d23efc7a,1707a429,03489d0b04c12860630820002a37080100000a2f70656761706f6f6c2f,2481
0000000000000000000405fa876df56f1b4ceef86c0d53238809cd81b8e794b0,1567066,808587,3992827,761154,744587264,b820ba7e2dffcc56d4ac81dbf789b6abb8bf777fdc7ee1c6b13bcf0cd651eb72,2022-10-31 18:59:55+00:00,2022-10-01,bec77c04,1707a429,03429d0b042c1b60632f466f756e6472792055534120506f6f6c202364726f70676f6c642f14143baf00002e69e7000000,3363
00000000000000000001cfb7940ba7c30c21ea6d224c7afbd2451a1f25f8c5b9,1166047,942494,3993529,761031,536936448,202d15a291c6484b25f865b7a5aec5f07cefc205b1fa52768ee08824266ee29a,2022-10-31 01:26:37+00:00,2022-10-01,d770f63c,1707a429,03c79c0b1362696e616e63652f383231cd0033020cc56a06fabe6d6de2c9278e23f5eead03f786f098648e020bd49c12dba8961b3999c51c1d7416a502000000000000000000fc41d945000000000000,956
0000000000000000000602e10d61eecb58b8232c03fd84cbca9bf649f0352ae6,1646961,783745,3998196,761136,820666372,b796a3dfa3d0d638cfae3d4252a2afeec7cad2f0d01f3653e4bf814c8475ad90,2022-10-31 16:42:54+00:00,2022-10-01,ac34b93d,1707a429,03309d0b2cfabe6d6d598aef42ae6b8f6046ca081c86ccfdd31a2f15ad971eb10cc8d006dd323714ac10000000f09f909f092f4632506f6f6c2f6700000000000000000000000000000000000000000000000000000000000000000000000500ce010000,2613
000000000000000000043e510d166031a7fd0d9820daeea77c24344e921aab07,784647,395504,1971159,761140,726712320,7fa06f455b1c4df4274610d8c657508c5cda7a1bfcfa278f485bcb5f7aa9a043,2022-10-31 16:58:45+00:00,2022-10-01,d32bc37f,1707a429,03349d0b315c20506f7765726564206279204c75786f722054656368205c00000000bcb67366009d494500cc30262701000000000000,1178
0000000000000000000769ef80d59246df6eaacdb5ee13b7f13bca1cc44b1de9,1172762,940274,3993584,761112,624074752,0a2d0b7598c09cd9c0b6c6b6d53f5f392405e0e06daa8fe1a6d5af59f33f1300,2022-10-31 14:11:07+00:00,2022-10-01,621764e,1707a429,03189d0b1362696e616e63652f37383920008d021e2cff21fabe6d6d2bf124afeaa6e61f48ec5906420c9f582e55f892f0ea5012f0405e0bd7bad8f1020000000000000062a0000058010000,1474
0000000000000000000139ccb4af72646c8d4597d2773902622679999a54a0d2,1488672,834773,3992991,761118,550633472,e5ab001188ac7bfd9d71146bc6e6fcedbf71dd9bf12ddb3f9cbdbad2295c649e,2022-10-31 14:49:37+00:00,2022-10-01,5061592c,1707a429,031e9d0b0482e05f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1516d0ed000048f39f010000,2986
000000000000000000065eef6b59013e59a690eefb1e592a921dfdab85fa83ac,1457178,711767,3592479,761101,804888576,3f62a4de75eec05d8daaf99f7f401a44e2e72e82b09dcf9af35bab4944ef84c4,2022-10-31 12:31:09+00:00,2022-10-01,6de1c56,1707a429,030d9d0b040ec05f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f02de77c45301000000000000,2388
00000000000000000006f01ad0649cefc26c86c24a2808109c584bdcdc0d5293,231874,121897,597565,761091,552648704,065c8021c029e11a0bffde694dda4ede15be0b4ff5d8daf587044a7d61ba7ede,2022-10-31 11:13:46+00:00,2022-10-01,6c5d1557,1707a429,03039d0b04eaad5f6308300a290d5b0000000a2f70656761706f6f6c2f,542
00000000000000000005f1f1e1f87640647467b4b65f994c9c6d7cb68638236a,1267411,908511,3992944,761051,726687744,e552b3524df30e279313d2abf2c4192281acc5da8a018b7965eb721698ca4cba,2022-10-31 04:03:05+00:00,2022-10-01,f0ebce28,1707a429,03db9c0b0b2f4d61726120506f6f6c2f1a010002000000030000000c06bf03dbb9320200000000,1527
000000000000000000042f8749b1d192b6c1f223ce630a0cc34418f78ece74ec,1480071,837832,3993567,761137,536952832,f435b63770878d910423136842bf8f27ece1797dd34d5929c65dd627029b0e41,2022-10-31 16:54:01+00:00,2022-10-01,8c912c20,1707a429,03319d0b1362696e616e63652f383232cd002901586f4a91fabe6d6d92adc341230feaa95c59a8aa2ab5b538479d1d397649564bfbb9bd3ba7f9b2d602000000000000004d1400007122000000000000,3059
0000000000000000000034ebc58944a087f90f15ac901804389586e6bc46a100,1445134,849253,3992893,761105,602038272,20eb0d22c3b2eacdf697c37d93931689ea6eef2ef9fd6b77b07c5a0303633f62,2022-10-31 13:10:44+00:00,2022-10-01,d52cc420,1707a429,03119d0b0455c95f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0f2c8dee3e02000000000000,3086
00000000000000000005979a976f96b01ea2902f70d32c1ae143a8e193d258c3,1545682,815791,3993055,761042,776232960,dcc3ba0d89cd65e814b4ca779386a3645392b165529742013d7a3180377e76dd,2022-10-31 03:00:09+00:00,2022-10-01,ee8e64a,1707a429,03d29c0b043a3a5f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f14dd290df702000000000000,2097
00000000000000000005752b02950cc8781fdf4d03baa84856f907607ef579d4,580257,290361,1451340,761169,833978368,0e053f9d56807b87f59d54cc92cc7f7a65cadf73ea7b0096363794e2db4f7ecd,2022-10-31 21:03:38+00:00,2022-10-01,3bdab568,1707a429,03519d0b1362696e616e63652f37383920008d01b1b33df5fabe6d6d5005902c3a62464e6b4accd69aa7aedc87aa3ebf6d58a59dc32e3901f16f413f0200000000000000bca0000088000000,735
00000000000000000000d1a4cd2eb44ff59fb5d66f2b844743f463cc21ea4a58,1366922,875443,3993251,761113,562749440,11ccf82a2794e002480611373987613e61355c456f707f6f6df2ddafcae24a43,2022-10-31 14:21:47+00:00,2022-10-01,267ad55a,1707a429,03199d0b1c2f5669614254432f4d696e656420627920626974726976657232322f2cfabe6d6db5bfd3323482dfa783675936af267d42a7c278c5f63c07b4b8725d5e90acbece1000000000000000105f5a8f13e9f3a3a8446b2fe55a01000000000000,1932
00000000000000000003e4cc1b0afa30ef8fc5fe1cc2c83e10334eda67d5a050,1365062,878245,3999797,761063,560201732,bff43c74ab1378551f3862862ffce598d0bbf4258142decfdda9c28667acdfd6,2022-10-31 06:35:56+00:00,2022-10-01,f0439901,1707a429,03e79c0b04cf6c5f632f706f6f6c696e2e636f6d2ffabe6d6de3b1b306f202784171a7c0126251c014646f402ea7c4f92f83308733d56ba8560100000000000000184bc8584ce6e4699b0bb9c56aae52eb12004100000000000000,2021
00000000000000000004deb3ad7d6a628e3f5d70596cb95ca3df55eaa64ee1f3,898745,415844,2146277,761176,670015488,9a305ba40dd65fe8a70f1f183538ab471d17d2f20f5d60ce62bb82eaa902b902,2022-10-31 22:23:06+00:00,2022-10-01,75f0a407,1707a429,03589d0b04ca4a60632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1e4f3a8d00001d6909000000,1372
00000000000000000007a0b50f218a7eb33bd7e4ad1f5dadbf3937ef90573969,1362986,876771,3993299,761152,537337856,59da818cdbe17aa42d2ea6af8f5e25e7cdc7d896b950e24b25fd021a40b0d208,2022-10-31 18:42:02+00:00,2022-10-01,3eb364,1707a429,03409d0b1b4d696e656420627920416e74506f6f6c38373412000b017f10ba9efabe6d6d19ddbee7146f24ac264a78c8eaaed1f7a8a351d9e535fe385b84cc597070f3650200000000000000551f0000fb09000000000000,2788
000000000000000000017136332aa93e66a83956e1bf2f6387d530aca642761f,1637491,785167,3992992,761074,767778816,2837a7e4d2047e5f955a26731255b7d5ded6358132ad29f406d45d2f3393c3d6,2022-10-31 08:37:40+00:00,2022-10-01,a2ca4040,1707a429,03f29c0b0454895f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1e17a1ee000026bc3a030000,2807
00000000000000000003ca2a5cb6534816cb4e69cf3bf942ebab8098ace27445,1381010,870746,3993248,761108,598999040,53fa7da819b31ecaad53f044b3ab0901553f4af628cf74d99f431617d137f68f,2022-10-31 13:31:10+00:00,2022-10-01,d26deea4,1707a429,03149d0b1b4d696e656420627920416e74506f6f6c393036660015020fe2b2b0fabe6d6d229ec1ffcad93671f9ad3f618adb018cd355e33f967cf36996867699022ff9c5020000000000000000005ca54f00000000000000,1934
000000000000000000071f470f51c99535272ad74248e34a5273f8044281b435,1371236,875668,3998240,761104,697278468,921848fc48589bbaf2d58ca8ad6080478c43f56b4be6a0c88bee8e9d919f2268,2022-10-31 12:45:01+00:00,2022-10-01,c848592b,1707a429,03109d0b2cfabe6d6d7a021043f3f72ad08a6f0c5235eb8e22c24cd56c923df49760d83d79f0c2f24c10000000f09f909f092f4632506f6f6c2f73000000000000000000000000000000000000000000000000000000000000000000000005002c131063,2135
0000000000000000000320c8dbf8700f29479682704e69bf10fce4abcaca91a8,1585492,802590,3993262,761166,542539776,feb4c11f20049cb785724c3e7cb136bd2abe5eb99f5c10fa195a90a80cb9b031,2022-10-31 20:55:19+00:00,2022-10-01,aa2c3a0b,1707a429,034e9d0b1b4d696e656420627920416e74506f6f6c39303666000100aeb9f7bcfabe6d6d23e00060ec4040402251956ef9d3ff1633a01e2f7ba5ad3bf2f04efe65503bd502000000000000000000bec05400000000000000,2623
000000000000000000023f8d3d00ef05ca9602c2b355e042e154c4c8b5c57e7e,1375550,872415,3992795,761161,828203008,348d09fc36f744ddc988f03974c0972da1cd1c99062333a71c4d22fe12c3c6e2,2022-10-31 20:02:12+00:00,2022-10-01,91443e14,1707a429,03499d0b0b2f4d61726120506f6f6c2f1a010002000000030000000a06e5124bdbbd0000000000,1275
00000000000000000002433baf2ec26477475b1450bc4893c919708ae7d7730f,1578902,790328,3949886,761090,536920064,9a5a59fd71ae37402ef4ce25aeca848314e5f1674e368011a7c1e404db5d403c,2022-10-31 11:11:28+00:00,2022-10-01,4ae0feef,1707a429,03029d0b0461ad5f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0a0a4708d520050000000000,1526
0000000000000000000345e49e781d083b5456b78b4873b14c05e39203f0ccc0,856621,418996,2113609,761142,833503232,b977904f558fec3e9ff33fe8e0345905dcf7bbd385b920d114ef2ae53e43da43,2022-10-31 17:08:47+00:00,2022-10-01,cbf72903,1707a429,03369d0b1b4d696e656420627920416e74506f6f6c393037660033015db602fdfabe6d6d687ab4b8b6a0f77bb0121e62d3f02e874f95d01b460c8dc26460e8259754bfda020000000000000000000aa44b00000000000000,842
00000000000000000005ecc5aa67a9d1494b415cee57aeeb0e6440cde45c49e2,125593,75473,352012,761186,867368960,702cae228af9bd3f44a593dd263ce6fcc3d5fd60c664b7c73544140d18d7ec8f,2022-10-31 23:01:32+00:00,2022-10-01,42303a0e,1707a429,03629d0b1362696e616e63652f383638cd000101dbde4ea5fabe6d6d914375541643a966eb32aabbddaf6999e338217b505ef6dda974efc7cdc8a69f0200000000000000af5c00002a00000000000000,263
000000000000000000029008b37ad6c16dac3170b7806a45572605d3f25529f8,567807,287255,1429572,761146,753483776,fc70d254f818a665835555ffa6e6815fc0453fbc970accae70292f7f335a3496,2022-10-31 17:42:53+00:00,2022-10-01,5a683400,1707a429,033a9d0b1b4d696e656420627920416e74506f6f6c3836366400470369e890b2fabe6d6db2e0e5c5269406cdd7728351a344332de66a952d2085cc2064c10416379e0e94020000000000000000003aa1bc8a000000000000,1111
00000000000000000005610ece8f41393a34ea14750ac2c0faeb65d3493200b6,1475144,839329,3993131,761124,601088004,3934b54e2dfff4dd8e70f493076061a967185898e50b907fb69e3423b02da5b4,2022-10-31 15:40:57+00:00,2022-10-01,f79cad4f,1707a429,03249d0b07650604d5cc6f840200000000000038a5ece51c2f736c7573682f,2570
000000000000000000066cc8c40e47c58c6e8196e4b9e3e81ae18a361380c93c,1534127,738318,3749081,761189,536969220,0184e45e88ef665695244c8a2dca4d5735d9ff423978309d4474c8f3f3c8c752,2022-10-31 23:55:30+00:00,2022-10-01,3ce49c6f,1707a429,03659d0b2cfabe6d6d91dd2f46904088f0fbb1fad13f39f98913793eeb2859846d1363dbd6ff4ec1d010000000f09f909f092f4632506f6f6c2f660000000000000000000000000000000000000000000000000000000000000000000000050044790300,2155
00000000000000000002f341b87629032eefa9c55de3382c3d97901b87bd83e2,1324733,889331,3992726,761052,596377600,d9be57816b5178dde8feabd983b60456635b5691ae41ae3bacdce7a6b7dc5638,2022-10-31 04:11:12+00:00,2022-10-01,67a00207,1707a429,03dc9c0b04e14a5f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1f3e1f271f01000000000000,1273
0000000000000000000492c3cbc681db8c67532a563b2e1f24f29b34e3915550,862282,467736,2265490,761147,701677568,2175b29514dd6dcc1a90b40f5d7af84b3b2b442f0368322e38c045f8b69ebc12,2022-10-31 17:49:35+00:00,2022-10-01,f74d7c27,1707a429,033b9d0b1b4d696e656420627920416e74506f6f6c383636640047016c4d6861fabe6d6d1675d1e037c1c107227d8b9f1948283fe8361a23c2f72f471c185c7c0c98f8e702000000000000000000d54015f1000000000000,1812
000000000000000000046e08357489c8d1bc624c5f8a8617519e6d24cd5675ed,57137,32246,153875,761123,538386432,9596550e60e8f81b4ca30e0a4fb3dee5831f66bb5e33d513a7c5f2ae3d33f4ee,2022-10-31 15:21:56+00:00,2022-10-01,d6661a75,1707a429,03239d0b1a2f5669614254432f4d696e65642062792067656d61697166312f2cfabe6d6d9d53a99b8f2cd89c40d58cdd7244e78d5adce852cb8b2de8e14181e31c9a08c01000000000000000124cebbb7d7a179ba7b42a216dce663a3c000000000000,120
00000000000000000001cd6c16f5d43d7ef74a64433b366df90377dee9776b70,1459529,844511,3993062,761110,753238016,9037bae5b31c8693a641fca778500fdfce4058be9ce39e0a4882355532aeb18a,2022-10-31 13:48:47+00:00,2022-10-01,3cf2807d,1707a429,03169d0b043fd25f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f05aca77e0000043b52020000,3375
0000000000000000000453ce761653cba53eb598321a695000aa0a5aa8fbed32,1712525,758234,3987227,761022,701456388,f2082cd66c91d5c41512ec42cc99de382ca20353a912adef414949cb5b297bb8,2022-10-31 00:36:14+00:00,2022-10-01,18367667,1707a429,03be9c0bfabe6d6d884aed93ba108654b5cac77a4e0d2aed4eab22daa0ec6506652e789aae9912d3010000000000000004650801645b3a3e0200000000000025b391c51c2f736c7573682f,2061
00000000000000000005a68f98db5d1da6bd992bf2d16b60127a34b53bc53856,577437,216784,1227789,761065,581320704,6338dcba7e862b7eda161a06a96d7545677ec1780d00bce67fb72838c22281ab,2022-10-31 06:44:41+00:00,2022-10-01,d53e2d7e,1707a429,03e99c0b1b4d696e656420627920416e74506f6f6c383439640001037e8461c5fabe6d6dcd681ba864646107d4ce92a2fda57fdeccc9ee38a924f06163f5dcdbc798f6e902000000000000000000ce0be260000000000000,456
00000000000000000004e28bfb58a4d3b56803a0c7730df5d5c77e6953b81812,1981145,670527,3992726,761167,707133440,3fea7bbf80d1f3f28293b57db9a8edde3893b977ab6e274c5c8678c8bede6c49,2022-10-31 20:57:07+00:00,2022-10-01,338ebd6d,1707a429,034f9d0b04a33660632f466f756e6472792055534120506f6f6c202364726f70676f6c642f12dd8e2e5500000000000000,567
00000000000000000005caee88f6b76de44b0346846b0c1d8a56b389395c7b44,1610604,794261,3993387,761088,585326592,9b35c30912b07647dd27946a52b8a7147b8ef24d5a29dd723239adae631b052f,2022-10-31 11:05:55+00:00,2022-10-01,397b3e56,1707a429,03009d0b1362696e616e63652f37383920008d00dbf0f77bfabe6d6dd8a21adc115b71c5e51d3fb3b00d38d6ac41e113823d6d729f23da5e02e245c8020000000000000000002205d8010000,3064
000000000000000000014330588781fce115c98c4495dcd039158bd115e69ead,1351722,710529,3483309,761117,570081280,1c64452a1e05da81b9a9929726cbc2d086c5e71484750160e4b331ad34c898a7,2022-10-31 14:37:31+00:00,2022-10-01,c4cd0c45,1707a429,031d9d0b315c20506f7765726564206279204c75786f722054656368205c000000007ee82e8f653dcda500c100c64001000000000000,2368
000000000000000000042cca2cc4d0519440419f7452093f2b9c74acf2ca594a,120841,74592,344617,761139,709066752,fc0eedc617ca9f8abc1257fad60d577d0697d181aa0bf6ac170db381e0ac0f97,2022-10-31 16:54:51+00:00,2022-10-01,5b058f40,1707a429,03339d0b082f5669614254432f2cfabe6d6df1228d9250ae10acb1d3ec7b4d491e66be1a8622bfad03eacf55da33826beab01000000000000000107b109601c07e11e9ec4d02c70c00000000000000,184
000000000000000000032beb9346bf7a7073686eee7fa562592aefa6cb7815ab,1378246,871586,3993004,761087,725901312,52c614b4b90f1935a353f9b0c0559d17bb5ccd204ffbd5e2223d766adc640ba3,2022-10-31 10:51:50+00:00,2022-10-01,ee884403,1707a429,03ff9c0b04c6a85f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f04fba3d02702000000000000,3050
00000000000000000001ebece6107699ffe468dc86aeaa726a5f13a40701dcd7,1481357,837393,3993536,761076,840253440,6de4f2c2f21a89034dd9b6165bd0075c2a19f44022e91fba97383d8be183093a,2022-10-31 09:00:20+00:00,2022-10-01,dd2b1d03,1707a429,03f49c0b1b4d696e656420627920416e74506f6f6c38363664004701af079dcefabe6d6df61cca78c6729ae167689e8494d4b1285d021a94d1aa25e2690f59aee29e77db02000000000000000000d8ac72cb010000000000,2821
000000000000000000025d6f4037676bbcd2d868ab9ea35055725504ced00cee,1581089,803951,3992942,761119,763445248,e7fb16b2f2ef6895c722144542be8540dfa7fc9e1aacffa5dd46a462963c44b4,2022-10-31 14:57:56+00:00,2022-10-01,64239547,1707a429,031f9d0b0b2f4d61726120506f6f6c2f1a010002000000030000000c06beb0a11b1f0100000000,2237
00000000000000000005c053a919184870905203db5272a23649296f136e0e88,714428,320967,1677329,761054,556343296,1081766da7311268ef18dfde40d266a006c2ded9f705f6a07c4e0ec539f3252b,2022-10-31 04:17:06+00:00,2022-10-01,8bb91070,1707a429,03de9c0b04434c5f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f15df57b2d900000000000000,790
00000000000000000000635c0f65bf4a4095a4f1f90730ce6a8dbb91aff5dd63,146795,79101,384098,761148,701399040,d04dbe5f67dabde20b286e7d25c5d3e9091248555b9e664c93a9f54fca277437,2022-10-31 17:50:22+00:00,2022-10-01,7fc75451,1707a429,033c9d0b04de0a60632f466f756e6472792055534120506f6f6c202364726f70676f6c642f0de313823300000000000000,235
0000000000000000000373076ab2c67160ae8f37ad3af88b9f050b2d106d8bbc,518943,262512,1306479,761177,749518848,855956992e9fc40fe8f8a211bf1fc57fd9b49f61ca9eb2eaba6817d696d74fcf,2022-10-31 22:26:48+00:00,2022-10-01,72e1612a,1707a429,03599d0b04a94b60632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1bf4a6efa700000000000000,926
00000000000000000001a8c5c5042c70267fec780c075d5ee23363e0261329b3,148652,71632,363548,761190,537362432,c039cee3e6a9c0407be20a3e87c7e9e7a0ca38f050efe0b495f13750b91db0c2,2022-10-31 23:56:46+00:00,2022-10-01,7fefb41c,1707a429,03669d0b1b4d696e656420627920416e74506f6f6c38373412000b01ef9f0b69fabe6d6d6919cdb738962b07af7c605361f18eace7407025da812ca804150e2132bd7618020000000000000000009d61811d000000000000,265
0000000000000000000418b69359c35f64789699203cb626897663229b1d62ee,964124,471392,2378300,761039,558055424,b42e9e5652e4bc6b842ad7e6a489b4a7db22b81d0ac7f8127a0a98b4acb0d534,2022-10-31 02:33:12+00:00,2022-10-01,a899d82f,1707a429,03cf9c0b04e8335f632f466f756e6472792055534120506f6f6c202364726f70676f6c642f1108a8b96800000043010000,1132
000000000000000000054b057699adca0f4fbbf591b3f05cb6fb825498c309bd,1394179,866382,3993325,760960,833134596,ac596522f4778b6689e9faed17d8ada2f47043ffbab5b1174006cdb51c3ceec3,2022-10-30 14:26:22+00:00,2022-10-01,e9dea063,1707a429,03809c0bfabe6d6d1787546bdd93774a6a89d44e0350fb2248a32016c7c228828d4c9ecc11cd3ba8010000000000000003650805845c8206050000000000006b2ac2af1c2f736c7573682f,2557
00000000000000000004a414aca084e08f3fb9f1c55e97a8596e04ff36e489fa,1672818,773427,3993099,760963,805683200,8257ccfca0419fe4d1845a2dcddf4ab224dcabba70e1f95246d33509084dfc9f,2022-10-30 14:56:05+00:00,2022-10-01,d5ee5224,1707a429,03839c0b082f5669614254432f2cfabe6d6df6750a33a9565b132c67d9619014f5128f5811f63fd88aa2343303ed867bb4a310000000000000001080fe94015e1146600b8f04e08700000000000000,589
00000000000000000004448f91343cc6061ad22aae643b77c31a10fe35afc1d3,1822376,723662,3993362,760942,820371456,fcfad5aa39900f9da42bcfb250f5824a15c26603bb09847659c76d702f800f54,2022-10-30 10:36:43+00:00,2022-10-01,58476516,1707a429,036e9c0b11627463636f6d38393093006500ce83b58bfabe6d6db266711390784d6327ba9a45d6e70fba4f13611ec40570a4308ff4b08762b27704000000000000000000f9933700000000000000,1547
